Remove,Duplicated,Tweet.Id,Date,Time,Text,PC,Username,City,NonCity,Memos,Missing,Coder_Initials,PC_Verbs,PC_Subjects,PC_2
0,Unique,1269428419672117248,2020-06-07,00:38:14+00:00,#JusticeForDion Sign the petition: https://t.co/rx9zrLBxUz #BlackLivesMatter,DEMANDING JUSTICE,blmphxmetro,"Pheonix, AZ",0,.,0,AMC,DEMANDING,JUSTICE,ENCOURAGING ONLINE PARTICIPATION
0,Unique,1270798712499994624,2020-06-10,19:23:18+00:00,"Nearly 3 months after officers fatally shot #BreonnaTaylor in her apartment, the department released the incident report. It’s nearly blank &amp; lists as her injuries, “none,"" even though she was shot at least 8 times &amp;died. Enough! Arrest the officers NOW! https://t.co/2HoSj6MHmA",DEMANDING JUSTICE,SisterSong_WOC,"Atlanta, GA",0,,0,LC,DEMANDING,JUSTICE,DEMANDING ACCOUNTABILITY
0,Unique,1267048227242561536,2020-05-31,11:00:12+00:00,"Two national demands:
1. Prosecute killer cops. 
2. Defund the police. 
In the name of #GeorgeFloyd and all those killed by state-sanctioned violence. 
#BlackLivesMatter",DEMANDING JUSTICE,BLMLA,"Los Angeles, CA",0,Observing a recurring focus on defunding police and calling for reallocation of public funding. ,0,LC,DEMANDING,JUSTICE,DEMANDING ACCOUNTABILITY; DEMANDING DEFUND POLICE
0,Unique,1270419792214716416,2020-06-09,18:17:36+00:00,"#GeorgeFloyd's niece is one of the most powerful young women we've yet heard. Her uncle no longer has breath, but ""As long as I'm breathing, I'm going to fight for justice."" She then called for more protest, declaring ""No justice. No peace."" @revoltblacknews #BlackLivesMatter",DEMANDING JUSTICE,BLMLA,"Los Angeles, CA",0,,0,LC,DEMANDING,JUSTICE,ENCOURAGING PARTICIPATION
0,Unique,1271707987858599936,2020-06-13,07:36:26+00:00,"RT @themefromjaws: RT @Nabela: The world needs to know Dominique “Rem’mie” Fells. 

As a former classmate, I can tell you she was talented &amp; kind. 

The world needs to know her story. 
Her murder was brutal and heinous. 

We must fight for her. 
We must … https://t.co/TnLkHwxvbZ",DEMANDING JUSTICE,blmlasvegas,"Las Vegas, NV",0,,0,LC,DEMANDING,JUSTICE,HONORING VICTIM
0,Unique,1267477597027536896,2020-06-01,15:26:22+00:00,"CALL TO ACTION! We need everyone to show up at ICE, ASAP: 2035 N Central Ave in Phoenix! **WEAR MASKS** 

Call ICE Field Director Jesse Willams and demand they release Maxima (602) 766-7030 press 1, then 9. Send emails to phoenix.outreach@ice.dhs.gov. https://t.co/IWa4In5eOG",DEMANDING JUSTICE,blmphxmetro,"Pheonix, AZ",0,.,0,AMC,DEMANDING,JUSTICE,ENCOURAGING PEOPLE TO CALL LOCAL OFFICIALS
0,Unique,1266395741582290944,2020-05-29,15:47:27+00:00,"We need Minneapolis City Council to explicitly support Black communities, Indigenous communities, &amp; communities of color with city dollars. #DefundMPD",DEMANDING MINORITY SUPPORT,C_Resistance,0,1,DUPLICATE--SAME TWEET ID,0,AMC,DEMANDING,MINORITY SUPPORT,CALLING ON OFFICIAL
0,Unique,1266397337963945984,2020-05-29,15:53:48+00:02,"This Black youth has been on the front lines, putting their life in danger

Thank them by throwing some coins their way. Their Venmo: @qwayed-akuei https://t.co/PcIIMw4oD5",DEMANDING MINORITY SUPPORT,BlackVisionsMN,"Minneapolis, MN",0,DUPLICATE--SAME TWEET ID,0,AMC,DEMANDING,MINORITY SUPPORT,REQUESTING DONATION
0,Unique,2020-06-07 20:03:20+00:00 DMVBlackLives,2020-06-07,20:03:20+00:00,"THIS IS NOT OUR PROTEST.
 

 This is NOT OUR PROTEST. We are getting hundreds of messages because it uses the official name of our organization in DC (Black Lives Matter DC). 
 

 ALSO: PLEASE. PLEASE. PLEASE. PLEASE STOP DOING “DIE-INS” https://t.co/jIb9auGEOQ",DISCOURAGING PROTEST,DMVBlackLives,Washington D.C.,0,,0,ANS,DISCOURAGING,PROTEST,DENYING AFFILIATION WITH PROTEST
0,Unique,2020-06-07 19:59:09+00:00 DMVBlackLives,2020-06-07,19:59:09+00:00,"@therealitay This is not BLMDC for the record. We are abolitionists, and were not involved in this action.",DISCOURAGING PROTEST,DMVBlackLives,Washington D.C.,0,,0,ANS,DISCOURAGING,PROTEST,DENYING AFFILIATION WITH PROTEST
0,Unique,2020-06-06 20:29:35+00:00 DMVBlackLives,2020-06-06,20:29:35+00:00,"We are not affiliated with any protest starting at Malcom X Park today. The doors of the movement are open AND if you are gonna use the name, honor and uplift names of people killed by police in DC, our demands to defund police, the years long work of a majority Black women team.",DISCOURAGING PROTEST,DMVBlackLives,Washington D.C.,0,,0,ANS,DISCOURAGING,PROTEST,DENYING AFFILIATION WITH PROTEST
0,Unique,2020-06-06 14:41:13+00:00 DMVBlackLives,2020-06-06,14:41:13+00:00,@AnthonyTilghman Thanks for uplifting. These are not our rallies though. These are other people’s rallies we are going to except the Black Joy - that’s ours.,DISCOURAGING PROTEST,DMVBlackLives,Washington D.C.,0,,0,ANS,DISCOURAGING,PROTEST,DENYING AFFILIATION WITH PROTEST
0,Unique,2020-06-04 18:17:39+00:00 DMVBlackLives,2020-06-04,18:17:39+00:00,"Our chapter does not have any protest or events planned at this time. 
 

 Actions we hold or support officially will be shared on our social media and have our logo on it!
 

 Still so very glad so many folks are in the streets! Keep up the resistance! #DCProtests #BlackLivesMatterDC",DISCOURAGING PROTEST,DMVBlackLives,Washington D.C.,0,,0,ANS,DISCOURAGING,PROTEST,DENYING AFFILIATION WITH PROTEST
0,Unique,2020-06-04 15:07:05+00:00 DMVBlackLives,2020-06-04,15:07:05+00:00,@alohoDC @Wtfpaige_ We are not in any official collaboration with this action.,DISCOURAGING PROTEST,DMVBlackLives,Washington D.C.,0,,0,ANS,DISCOURAGING,PROTEST,DENYING AFFILIATION WITH PROTEST
0,Unique,2020-06-02 18:07:18+00:00 DMVBlackLives,2020-06-02,18:07:18+00:00,"Blackout Tuesday posts are drowning out vital information shared under the BLM hashtag
 

 Users sharing black screens in solidarity have inadvertently taken over the #BlackLivesMatter hashtag
 

 https://t.co/TE3Egk2TkK",DISCOURAGING PROTEST,DMVBlackLives,Washington D.C.,0,,0,ANS,DISCOURAGING,PROTEST,DENYING AFFILIATION WITH PROTEST
0,Unique,2020-06-01 18:18:58+00:00 DMVBlackLives,2020-06-01,18:18:58+00:00,"#dcblackout IS FAKE 
 

 #dcblackout IS FAKE 
 

 #dcblackout IS FAKE 
 

 #dcblackout IS FAKE 
 

 #dcblackout IS FAKE 
 

 #dcblackout IS FAKE",DISCOURAGING PROTEST,DMVBlackLives,Washington D.C.,0,,0,ANS,DISCOURAGING,PROTEST,DENYING AFFILIATION WITH PROTEST
0,Unique,1266128613394362368,2020-05-28,22:05:59+00:00,"Any protests in San Diego claiming to be Black Lives Matter San Diego Protests are spreading misinformation. Black Lives matter San Diego is not holding any protests this weekend.  Visit us on our other platforms at:
FB: https://t.co/nLZxYRjJ02
IG: @blmsandiego",DISPELLING RUMOURS,blm_sd,"San Diego, CA",0,not really a demand,0,AMC,DISPELLING,RUMOURS,DENYING AFFILIATION WITH PROTEST
0,Unique,1267466858770415616,2020-06-01,14:43:42,"SisterSong is proud to join the Durham chapter of @byp100 #InDefenseOfBlackLife. The harm and death of Black people caused by cops, COVID-19, and capitalism during &amp; prior to this pandemic all have the same evil root: anti-Black racist violence. PETITION: https://t.co/bRFCTvRGYo. https://t.co/rOjhiwXBWT",DISUCCING ANTI-BLACKNESS,SisterSong_WOC,"Atlanta, GA",0,,0,AMC,DISUCCING,ANTI-BLACKNESS,INTRODUCING ACCOUNT
0,Unique,1265705419361550336,2020-05-27,18:04:22+00:00,"""The Black community is grieving the murder of #GeorgeFloyd. We understand how dangerous it is to have these predatory officers roaming the streets. What type of message are you sending when you spend so much on police?"" @thethandi_way, 16 yo to LA City Council
#PeoplesBudgetLA",ACKNOWLEDGING COLLECTIVE GRIEF,BLMLA,"Los Angeles, CA",0,,0,LC,ACKNOWLEDGING,COLLECTIVE GRIEF,GRIEVING
0,Unique,1271480100379230208,2020-06-12,16:30:53+00:00,"We know that not everyone can attend today's silent march for various reasons. For those who can’t participate in a physical gathering, we urge you to participate in the general strike and in actions that we post online throughout the day. #seattleprotests #blmseattle",ACKNOWLEDGING DIFFERENT FORMS OF ACTIVISM,BLMSeattleKC,"Seattle, WA",0,There is acknowledgement of differing forms of activism and promotion of online particaption in cases where people cannot be physically present. ,0,LC,ACKNOWLEDGING,DIFFERENT FORMS OF ACTIVISM,MISC
0,Unique,1271535453582135296,2020-06-12,20:10:50+00:00,"People want to be with their loved ones, regardless of race, or political views. And we want families to be together. We love and support each other. (2/4)",ACKNOWLEDGING SOLIDARITY ACROSS DIFFERENCES,BLMSeattleKC,"Seattle, WA",0,,0,LC,ACKNOWLEDGING,SOLIDARITY ACROSS DIFFERENCES,INTERSECTIONALIZING MOVEMENT
0,Unique,1267108308990615552,2020-05-31,14:58:57+00:00,"""African American men killed by law enforcement"" becomes a trope that erases Black women... #BreonnaTaylor #WakieshaWilson #RedelJones #MichelleShirley #KishaMichael #YuvetteHenderson #RekiaBoyd #MeaganHockaday #MitriceRichardson #RenishaMcBride +++. #SayHerName #BlackLivesMatter",ACKNOWLEDGING THE ERASURE OF BLACK WOMEN VICTIMS,BLMLA,"Los Angeles, CA",0,,0,LC,ACKNOWLEDGING,THE ERASURE OF BLACK WOMEN VICTIMS,INTERSECTIONALIZING MOVEMENT
0,Unique,1267568591013941248,2020-06-01,21:27:57+00:00,"Stop calling us ""minorities,"" Chief Moore. 
#BlackLivesMatter",ADDRESSING A REPRESENTATIVE,BLMLA,"Los Angeles, CA",0,,0,LC,ADDRESSING,A REPRESENTATIVE,CALLING ON OFFICIAL
0,Unique,1269736500322861056,2020-06-07,21:02:26+00:00,"Lisa Bender (city council president) and the rest of the council with us, addressing the community. Emphasizing that the police are not for our safety and we need to cut ties with MPD #ThePathForward #DefundPolice #DefendPolice https://t.co/drY0PoNqRO",ADDRESSING COMMUNITY NEEDS,BlackVisionsMN,"Minneapolis, MN",0,,0,LC,ADDRESSING,COMMUNITY NEEDS,MISC
0,Unique,1267873285909303296,2020-06-02,17:38:41+00:00,"On this day, please take the time to realize and recognize the BlackLivesMatter as one inclusive of both genders. It’s not just your sons, your father, but it’s also your daughters, your mother. Its not just a BLACK MAN issue, its a BLACK LIVES issue. REMEMBER THE WOMEN!",ADDRESSING LACK REPRESENTION OF BLACK WOMEN IN BLM,denver_blm,"Denver, CO",0,.,0,AMC,ADDRESSING,LACK REPRESENTION OF BLACK WOMEN IN BLM,INTERSECTIONALIZING MOVEMENT
0,Unique,1267616840924028928,2020-06-02,00:39:40+00:00,"LAPD Chief Moore just said that ""[#GeorgeFloyd's] murder is on the hands of the looters."" 

Chief Moore said this...who actually shot two people and killed one as a rank-and-file officer.
We're hearing calls to #FireMoore.
#BlackLivesMatter",ADDRESSING POLICE CHIEF,BLMLA,"Los Angeles, CA",0,,0,LC,ADDRESSING,POLICE CHIEF,CONDEMNING LOCAL POLICE
0,Unique,1267895308161126400,2020-06-02,19:06:12+00:00,"Chief Moore, what you said is unacceptable. You are the leader of 10,000 people and this is what you reflect. Stop lying and hold your officers accountable. You need to go! Public trust is broken. We have no other option but to request the defunding of the LAPD #DefundThePolice",ADDRESSING POLICE CHIEF DIRECTLY,BLMLA,"Los Angeles, CA",0,,0,LC,ADDRESSING,POLICE CHIEF DIRECTLY,CONDEMNING LOCAL POLICE
0,Unique,1270084801156886528,2020-06-08,20:06:28+00:00,"On Saturday, we hosted a Black community meeting and invited @MayorOfLA to discuss the #PeoplesBudgetLA but he declined our invitation with NO explanation!",ADDRESSING REPRESENTATIVE DIRECTLY,BLMLA,"Los Angeles, CA",0,,0,LC,ADDRESSING,REPRESENTATIVE DIRECTLY,CRITICIZING OFFICIALS
0,Unique,1270088639033179904,2020-06-08,20:21:43+00:00,"@MayorOfLA stop offering up proposals that maintain LAPD power and control!!! #DefundThePolice and invest in #CareNotCops with a #PeoplesBudgetLA Also, #FTP PERIODT!",ADDRESSING REPRESENTATIVE DIRECTLY,BLMLA,"Los Angeles, CA",0,,0,LC,ADDRESSING,REPRESENTATIVE DIRECTLY,CRITICIZING OFFICIALS
0,Unique,1270796229417398272,2020-06-10,19:13:26+00:00,"Hey @MayorOfLA. Don’t congratulate yourself on proposing a $150 million cut to your budget AFTER Angelenos take to the streets. That’s too little, too late. #DefundThePolice and support the #PeoplesBudgetLA coalition.",ADDRESSING REPRESENTATIVE DIRECTLY,BLMLA,"Los Angeles, CA",0,,0,LC,ADDRESSING,REPRESENTATIVE DIRECTLY,CRITICIZING OFFICIALS
0,Unique,1270090083920605184,2020-06-08,20:27:27+00:00,@MayorOfLA we want a #PeoplesBudgetLA that DOES NOT include funding for LAPD. #carenotcops #DefundThePolice https://t.co/Lim5ldeOVJ,ADDRESSING REPRESENTATIVE DIRECTLY,BLMLA,"Los Angeles, CA",0,,0,LC,ADDRESSING,REPRESENTATIVE DIRECTLY,CRITICIZING OFFICIALS
0,Unique,1265348460066136064,2020-05-26,18:25:56+00:00,“I’m graduating from high school this year and I don’t want to go out into a world that gives a green light to cops to harass Black folks and doesn’t provide for the needs of our community.” @thethandi_way #PeoplesBudgetLA #CareNotCops,ADDRESSING SYSTEMIC RACISM,BLMLA,"Los Angeles, CA",0,,0,LC,ADDRESSING,SYSTEMIC RACISM,REDEFINING RACISM
0,Unique,1270778675646967808,2020-06-10,18:03:40+00:00,"White folks, your job is not to tell Black people how to respond to constant trauma. If/when we need your help we will be explicit about it.",ADDRESSING WHITE PEOPLE,BlackVisionsMN,"Minneapolis, MN",0,,0,LC,ADDRESSING,WHITE PEOPLE,ADVISING OR CRITIQUING WHITE ALLIES
0,Unique,1271465824822460416,2020-06-12,15:34:09,"Today on 'The Briefing': How Los Angeles @MayorOfLA @ericgarcetti plans to end police violence.

10:45AM PT/ 1:45PM ET
LIVE: @theappeal
Hosted by @matthewferner https://t.co/fpd438c8Aj",ADVERTISING A PRESS BRIEFING,Justice_Collab,0,1,,0,AMC,ADVERTISING,A PRESS BRIEFING,SHARING PUBLIC TALK
0,Unique,1266647110298095616,2020-05-30,08:26:18+00:00,The only event sponsored by @blm_sd and @M4BWSD!!!! More details to come! https://t.co/4Y5RSxDqxA,ADVERTISING A PROTEST,blm_sd,"San Diego, CA",0,.,0,AMC,ADVERTISING,A PROTEST,SHARING PROTEST EVENT
0,Unique,1268003990270287872,2020-06-03,02:18:04+00:00,Supporting Black communities now and in the future: Q&amp;A https://t.co/3kRZZ437kD via @TechnicallyBMR,ADVERTISING A Q AND A SESSION,CLLCTIVLY,0,1,i'm not sure if characters like & will mess up your code or not,0,AMC,ADVERTISING,A Q AND A SESSION,SHARING PUBLIC TALK
0,Unique,1267130287361855488,2020-05-31,16:26:17,"Proud to partner with the Atlanta Doula Collective on #MamaTalk, space for Black mamas to build community. Soap-making is an ancient custom performed in almost every culture. We’re hosting an online workshop 6/6 to learn to make soap. Register: https://t.co/1zCLib7XfZ. https://t.co/DwtWzn4QNM",ADVERTISING AN EVENT,SisterSong_WOC,"Atlanta, GA",0,,0,AMC,ADVERTISING,AN EVENT,SHARING PROTEST EVENT
0,Unique,1270781696905031680,2020-06-10,18:15:41,"Friday Webinar: On Policing Reforms, Organizing, &amp; Abolition; and Saturday: Celebrating Juneteenth w/ Charlene Carruthers and Marc Lamont Hill! - https://t.co/QbTIOWg5ig https://t.co/qa0ZGn6UED",ADVERTISING AN EVENT,C_Resistance,0,1,,0,AMC,ADVERTISING,AN EVENT,SHARING PROTEST EVENT
0,Unique,1271624375826030592,2020-06-13,02:04:11+00:00,"JOIN US - Sunday, June 14th: It's been said when George Floyd called out for his Mama he summoned the Mamas of the world. Join Black Mamas from across Charlotte as we celebrate and defend ourselves, our children, and our culture.  Info: https://t.co/A0zOYxJjWB. #RJ4BlackLives https://t.co/vh05pWgsyr",ADVERTISING EVENT FOR SOLIDARITY WITH BLACK MOTHERS,SisterSong_WOC,"Atlanta, GA",0,,0,LC,ADVERTISING,EVENT FOR SOLIDARITY WITH BLACK MOTHERS,SHARING PROTEST EVENT
0,Unique,1268969320639537152,2020-06-05,18:13:57+00:00,Here’s what you can do to protect yourself and your people. The state is afraid of our power right now. Join a (revolutionary) organization with experience and a solid ideology. We keep us safe! https://t.co/A8WPqpGkw6,ADVISING ON JOINING REVOLUTIONARY ORGANIZATIONS,Dreamdefenders,0,1,.,0,AMC,ADVISING,ON JOINING REVOLUTIONARY ORGANIZATIONS,ENCOURAGING PARTICIPATION
0,Unique,2020-06-09 12:52:19+00:00 DMVBlackLives,2020-06-09,12:52:19+00:00,"Years of white washing and co-opting our movement has some of y'all confused about what it has always meant to know that Black lives matter. If buildings, and professions are more important than lives, see your way out. Why is our right to survival always conditional?",ADVISING OR CRITIQUING OR CRITIQUING WHITE ALLIES,DMVBlackLives,Washington D.C.,0,,0,ANS,ADVISING,OR CRITIQUING OR CRITIQUING WHITE ALLIES,ADVISING OR CRITIQUING WHITE ALLIES
0,Unique,2020-06-08 02:53:40+00:00 DMVBlackLives,2020-06-08,02:53:40+00:00,"@adoukas @RJMMM @TakomaToffee @MayorBowser @SanctuaryDMV @byp100 @Mvmnt4BlkLives @ICEOutofDC @BlackSwanAcad @theAfroLegalise @DCist @Blklivesmatter @BlackVisionsMN @BLMChi CAUCASITY
 

 I’m a good person because I march for your Black ass, this means I have every right to tell you what to do, in fact I know better than you.",ADVISING OR CRITIQUING WHITE ALLIES,DMVBlackLives,Washington D.C.,0,,0,ANS,ADVISING,OR CRITIQUING WHITE ALLIES,ADVISING OR CRITIQUING WHITE ALLIES
0,Unique,2020-06-08 01:30:46+00:00 DMVBlackLives,2020-06-08,01:30:46+00:00,@adoukas @RJMMM @TakomaToffee @MayorBowser @SanctuaryDMV @byp100 @Mvmnt4BlkLives @ICEOutofDC @BlackSwanAcad @theAfroLegalise @DCist @Blklivesmatter @BlackVisionsMN @BLMChi Not helping at all. And telling Black People what WE should/ shouldn’t do is is literally saying Black Lives DONT Matter when telling the world what WE demand for OURSELVES. Sounds like you’re marching to pat yourself on the back. DO BETTER - READ https://t.co/PTm2Y3v6yv,ADVISING OR CRITIQUING WHITE ALLIES,DMVBlackLives,Washington D.C.,0,,0,ANS,ADVISING,OR CRITIQUING WHITE ALLIES,ADVISING OR CRITIQUING WHITE ALLIES
0,Unique,2020-06-06 01:34:25+00:00 DMVBlackLives,2020-06-06,01:34:25+00:00,"White moderate= today’s white liberals for those emailing about our comments. We know y’all love your version MLK so perhaps this will help with “shallow understanding”. 
 

 Change of this magnitude, that challenges your core beliefs and actions will never be comfortable or easy. https://t.co/v3AEWCCd7K",ADVISING OR CRITIQUING WHITE ALLIES,DMVBlackLives,Washington D.C.,0,,0,ANS,ADVISING,OR CRITIQUING WHITE ALLIES,ADVISING OR CRITIQUING WHITE ALLIES
0,Unique,2020-06-02 23:01:28+00:00 BLMChi,2020-06-02,23:01:28+00:00,How to be an accomplice (we prefer accomplice to ally).,ADVISING OR CRITIQUING WHITE ALLIES,BLMChi,"Chicago, IL",0,,0,ANS,ADVISING,OR CRITIQUING WHITE ALLIES,ADVISING OR CRITIQUING WHITE ALLIES
0,Unique,2020-06-02 00:30:12+00:00 BLMChi,2020-06-02,00:30:12+00:00,How to be an accomplice 101,ADVISING OR CRITIQUING WHITE ALLIES,BLMChi,"Chicago, IL",0,,0,ANS,ADVISING,OR CRITIQUING WHITE ALLIES,ADVISING OR CRITIQUING WHITE ALLIES
0,Unique,2020-06-09 12:42:02+00:00 BLMChi,2020-06-09,12:42:02+00:00,"Yesterday the dems tried way too hard for way too little and today the Cubs are tossing this weak shit onto the pile. What's next? More inclusion trainings at Starbucks?
 

 Who is gonna be the cool aunt that asks us what we want and then does that? #DefundThePolice",ADVISING OR CRITIQUING WHITE ALLIES,BLMChi,"Chicago, IL",0,,0,ANS,ADVISING,OR CRITIQUING WHITE ALLIES,ADVISING OR CRITIQUING WHITE ALLIES
0,Unique,2020-06-04 23:06:30 BLMBoise,2020-06-04,23:06:30,"@gretchenKTVB @KTVB The last two days of ongoing activity is not to be confused w/ 
@BLMBoise. To date: our members have participated from 8pm-10pm Tuesday's Vigil ONLY. We request those in attendance to remove themselves only to join us in concentrating our energies in the coming week(s). #BLMBoise",ADVISING PROTESTERS,BLMBoise,"Boise, ID",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,2020-06-04 20:17:08 BLMBoise,2020-06-04,20:17:08,"Our members have not held nor participated any events apart from The Vigil. We are working w/ state legislator(s) to draft a use of force bill, whilst encouraging the @boisemayor to divest in policing. Top-down bottom-up approach to create structural change. Stay tuned for info!",ADVISING PROTESTERS,BLMBoise,"Boise, ID",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,2020-06-04 17:35:50 BLMBoise,2020-06-04,17:35:50,"@PoloMyco @AlpertReyes @WP4BL @idahofreedom In no way, are we suggesting folks show up daily. However, what we are encouraging people to do is to align their efforts w/ that of our Global Network &amp; concentrate our energies by staying tuned for announcements to create meaningful change, which requires our entire community.",ADVISING PROTESTERS,BLMBoise,"Boise, ID",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,2020-06-03 5:00:19 BLMBoise,2020-06-03,5:00:19,While we appreciate the support; the gathering that is currently taking place at the Idaho State Capital steps is in no way affiliated w/ @blmboise. #blacklivesmatter #blmboise,ADVISING PROTESTERS,BLMBoise,"Boise, ID",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,2020-06-02 20:34:10 BLMBoise,2020-06-02,20:34:10,"@SamanthaHansar1 Unfortunately we will miss you at this event. We will disperse promptly at 10pm. Remember, this is a silent vigil not a protest, but stay tuned for resources &amp; announcements.",ADVISING PROTESTERS,BLMBoise,"Boise, ID",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,2020-06-02 20:19:59 BLMBoise,2020-06-02,20:19:59,"We will wear black in SILENT mourning.  At all costs our allies &amp; supporters must remain objective, as there will be agitators. It is expected to be well-attended. For those able, please bike to reduce 🚗 🚙. #BlackLivesMatter #Defundpolice",ADVISING PROTESTERS,BLMBoise,"Boise, ID",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,2020-06-02 20:13:38 BLMBoise,2020-06-02,20:13:38,There is a peaceful candlelight vigil tonight at 8:30pm. It is expressly to honor &amp; grieve our brother #GeorgeFloyd. Do not engage with anyone who detracts from our message of peace &amp; accountability.,ADVISING PROTESTERS,BLMBoise,"Boise, ID",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,2020-05-31 22:29:42 MiamiSquaDD,2020-05-31,22:29:42,"Write the number on your arm, don’t leave any homies behind #JusticeforFloydMiami https://t.co/bSRIAbMTEO",ADVISING PROTESTERS,MiamiSquaDD,"Miami, FL",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,2020-05-31 18:03:37 MiamiSquaDD,2020-05-31,18:03:37,"Today’s the day. Wear a mask. Stay hydrated. Look out for each other. Try to avoid driving: carpool, ride share as much as you can. Righteous love for the people, righteous rage with the people. See you at 3. https://t.co/kixNPac7nw",ADVISING PROTESTERS,MiamiSquaDD,"Miami, FL",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,2020-06-07 14:24:11 BLMHTX,2020-06-07,14:24:11,"@girlybikerbabe Do your diligence, fam, and be careful. We’re busy with strategy and some organizing and other mapping now. But stay tuned for things we support and actions we will visit.",ADVISING PROTESTERS,BLMHTX,"Houston, TX",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,2020-06-14 15:08:02 BLM_NOLA,2020-06-14,15:08:02,Complete your #Census2020,ADVISING PROTESTERS,BLM_NOLA,"New Orleans, LA",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,1282735171830272000,2020-07-13,17:54:31+00:00,"We often find ourselves fighting the effects and debating ideas, but how do we change the underlying ARRANGEMENTS? 

In these critical times, a critical book by @ds4si shines a bright light on how to transform systems that oppress.
 https://t.co/bzPly8aL2S via @npquarterly",ADVISING PROTESTERS,ProjectSouth,"Atlanta, GA",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,1273776567542579200,2020-06-19,00:36:13+00:00,"""But there’s also a tendency for people to think what happened before they woke up doesn’t matter."" -Ross",ADVISING PROTESTERS,ProjectSouth,"Atlanta, GA",0,ARGUABLY SUBJECTIVE CATEGORIING HERE,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,1273776254882283520,2020-06-19,00:34:59+00:00,"""I wasn’t prepared for the blowback on my family. I chose to be an activist. Be prepared for the threats to escalate to your family. They are going to choose whatever they think is vulnerable about you. Your job is the least of it."" @LorettaJRoss @SisterSong_WOC @southernmovt",ADVISING PROTESTERS,ProjectSouth,"Atlanta, GA",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,1273775998308417536,2020-06-19,00:33:58+00:00,"""Don’t try to be a perfect activist, be a human activist. You owe it to the people to have truth and transparency. If you make a mistake, be the first to run and tell it. Don’t let a reporter come trying to do an exposé. Control your narrative."" @LorettaJRoss @SisterSong_WOC",ADVISING PROTESTERS,ProjectSouth,"Atlanta, GA",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,1273772844518969344,2020-06-19,00:21:26+00:00,"In retaliation for her activism, Glory Kilanko's mother was arrested, her father was blinded and she was exiled. ""Despite all of that, the movement went on because of the things we put in place. You must put a level of security in the work you do."" @WomenWatchAfri @southernmovt",ADVISING PROTESTERS,ProjectSouth,"Atlanta, GA",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,1273772122226204672,2020-06-19,00:18:34+00:00,"""We know this work comes with a price. ... When I went into any place, I didn't sit with my back to the door. I knew I was a wanted person anywhere I went."" Glory Kilanko on how she prepared for threats during the Nigeria Freedom Movement @WomenWatchAfri @southernmovt",ADVISING PROTESTERS,ProjectSouth,"Atlanta, GA",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,1273769462915891200,2020-06-19,00:08:00+00:00,"1-Do your best to promote a culture of honesty &amp; integrity in your organization &amp; movement.

2-Promote a spirit of collectively &amp; democracy in your organization always taking care not to say things you don’t need to say.

3 - Promote the greatest character that you can. -Johnson",ADVISING PROTESTERS,ProjectSouth,"Atlanta, GA",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,1273768835569590272,2020-06-19,00:05:30+00:00,"""If you’re building a powerful movement, there will be efforts to discredit you, infiltrate you -- the tools will be more sophisticated during this day and age. No gov't, no ruling elite, no system of domination is going to let the people disrupt its operation."" Nelson Johnson",ADVISING PROTESTERS,ProjectSouth,"Atlanta, GA",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,1273767233542483968,2020-06-18,23:59:08+00:00,"Moving into question 2, we're asking our panel:

What do we need to anticipate and prepare, and what are the resources and tools we need to acquire?

@southernmovt @SisterSong_WOC @LorettaJRoss @emeryatlanta @WomenWatchAfri #SouthernSpring2020 https://t.co/Y7VORHJWTH",ADVISING PROTESTERS,ProjectSouth,"Atlanta, GA",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
0,Unique,1273760117482295296,2020-06-18,23:30:51+00:00,"The first question to the elders gives a short overview of threats people faced, what they did, and what they learned.
#SouthernSpring2020 #NationalCouncilOfElders",ADVISING PROTESTERS,ProjectSouth,"Atlanta, GA",0,,0,ANS,ADVISING,PROTESTERS,ADVISING PROTESTERS
