"","date","City","issues","actors","claims","valence","size_low","size_high","size_mean","fips_code","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents"
"240","2020-05-29","marion, indiana","policing; racism","general protesters","antiracism; against police brutality",1,2,2,2,18053,"1846908",27956,4121,3929,1330,17417,997,100,179,3689
"241","2020-05-29","junction, kansas","policing; racism","general protesters","antiracism; against police brutality",1,26,26,26,20061,"2035750",23104,4912,4862,1901,13228,827,105,90,1777
"242","2020-05-29","berea, kentucky","policing; racism","general protesters","antiracism; against police brutality",1,100,150,125,21151,"2105842",15474,602,410,1643,9038,769,80,169,2071
"243","2020-05-29","bowling green, kentucky","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,21227,"2108902",67600,8654,7917,7037,36712,3340,940,634,12435
"244","2020-05-29","lexington, kentucky","policing; racism","general protesters","antiracism; against police brutality",1,24,24,24,21067,"2146027",320601,46844,44503,50718,208172,25078,8457,6614,30137
"245","2020-05-29","louisville, kentucky","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,21111,"2148006",617790,145816,142530,75664,421817,35886,9509,5148,29984
"246","2020-05-29","new orleans, louisiana","policing; racism","general protesters","antiracism; against police brutality",1,24,24,24,22071,"2255000",390845,232660,225290,58954,277484,27379,12347,5577,24989
"247","2020-05-29","boston, massachusetts","policing; racism","Mass Action Against Police Brutality","antiracism; against police brutality",1,200,200,200,25025,"2507000",684379,172651,168762,128045,473775,68687,22563,16331,74170
"248","2020-05-29","framingham, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,24,24,24,25017,"2524960",72308,5288,4997,13916,51702,7422,1612,1638,4363
"249","2020-05-29","haverhill, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,25009,"2529405",63533,2310,2253,8792,43435,3295,501,342,2837
"250","2020-05-29","springfield, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,25013,"2567000",154139,32278,31763,11103,95914,5261,747,675,11487
"251","2020-05-29","baltimore, maryland","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,24510,"2404000",609032,379751,367522,71022,423638,42290,12349,9527,35745
"252","2020-05-29","bar harbor, maine","policing; racism","Indivisible MDI","antiracism; against police brutality",1,NA,NA,NA,23009,"2302830",2292,159,159,360,1652,122,103,109,304
"253","2020-05-29","portland, maine","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,23005,"2360545",66595,5626,5552,15666,49715,7315,2123,1040,4329
"254","2020-05-29","portland, maine","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,23005,"2360545",66595,5626,5552,15666,49715,7315,2123,1040,4329
"255","2020-05-29","bay, michigan","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,26017,"2606020",33167,1077,1000,2625,22309,690,158,133,1473
"256","2020-05-29","detroit, michigan","policing; racism","general protesters","antiracism; against police brutality",1,200,1500,850,26163,"2622000",674841,528584,521762,39567,436527,20550,4040,2624,33322
"257","2020-05-29","grand rapids, michigan","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,26081,"2634000",198401,36819,35786,31113,127484,11042,2529,1730,15499
"258","2020-05-29","kalamazoo, michigan","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,26077,"2642160",76019,16857,15230,7932,40593,4207,700,897,16567
"259","2020-05-29","marquette, michigan","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,26103,"2651900",20822,816,185,3373,11745,1216,313,281,5330
"260","2020-05-29","marquette, michigan","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,26103,"2651900",20822,816,185,3373,11745,1216,313,281,5330
"261","2020-05-29","pittsfield, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,500,500,500,26161,"2553960",42766,1905,1836,5591,31531,2542,595,255,1424
"262","2020-05-29","pontiac, michigan","policing; racism","general protesters","antiracism; against police brutality",1,20,20,20,26125,"2665440",59955,30385,29583,3290,37131,1251,281,82,2908
"263","2020-05-29","mankato, minnesota","policing; racism","general protesters","antiracism; against police brutality",1,1000,1000,1000,27013,"2739878",42093,2350,2125,5306,21720,2152,433,643,10325
"264","2020-05-29","minneapolis, minnesota","policing; racism","general protesters","antiracism; against police brutality",1,1000,1000,1000,27053,"2743000",420324,80664,78301,85202,280424,38007,11244,7010,37317
"265","2020-05-29","minneapolis, minnesota","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,27053,"2743000",420324,80664,78301,85202,280424,38007,11244,7010,37317
"266","2020-05-29","minneapolis, minnesota","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,27053,"2743000",420324,80664,78301,85202,280424,38007,11244,7010,37317
"267","2020-05-29","minneapolis, minnesota","policing; racism","general protesters","antiracism; against police brutality",1,200,2000,1100,27053,"2743000",420324,80664,78301,85202,280424,38007,11244,7010,37317
"268","2020-05-29","rochester, minnesota","policing; racism","general protesters","antiracism; against police brutality",1,5,5,5,27109,"2754880",115557,9430,9195,20042,77987,9415,4074,2891,5157
"269","2020-05-29","saint cloud, minnesota","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,27141,"2756896",68001,9921,9382,8391,40595,2695,622,773,10337
"270","2020-05-29","saint paul, minnesota","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,27123,"2758000",304547,48996,48202,46719,193572,21068,5900,5263,22412
"271","2020-05-29","blue springs, missouri","policing; racism","general protesters","antiracism; against police brutality",1,12,12,12,29095,"2906652",54850,3936,3832,8270,35446,3008,683,297,2390
"272","2020-05-29","columbia, missouri","policing; racism","general protesters","antiracism; against police brutality",1,600,600,600,29019,"2915670",121230,13274,12757,18748,68382,10194,3167,3600,24631
"273","2020-05-29","columbia, missouri","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,29019,"2915670",121230,13274,12757,18748,68382,10194,3167,3600,24631
"274","2020-05-29","kansas, missouri","policing; racism","general protesters","antiracism; against police brutality",1,300,400,350,29095,"2938000",486404,137224,134764,73333,329692,30800,8225,3850,21667
"275","2020-05-29","saint louis, missouri","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,29510,"2965000",308174,143018,139685,43290,219272,23772,7134,5473,15212
"276","2020-05-29","springfield, missouri","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,29077,"2970000",167051,7281,6242,17713,105146,7915,1892,1240,22549
"277","2020-05-29","jackson, mississippi","policing; racism","general protesters","antiracism; against police brutality",1,12,12,12,28049,"2836000",166383,136728,131487,16583,104587,7945,2722,1225,12017
"278","2020-05-29","petal, mississippi","policing; racism","general protesters","antiracism; against police brutality; for resignation of mayor",1,NA,NA,NA,28035,"2856800",10584,1391,1375,1320,6506,494,133,71,475
"279","2020-05-29","helena, montana","policing; racism","general protesters","antiracism; against police brutality",1,24,24,24,30049,"3035600",32024,150,138,6429,22591,3309,694,386,1890
"280","2020-05-29","missoula, montana","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,30063,"3050200",73710,622,591,13688,47701,5797,1994,1384,9405
"281","2020-05-29","asheville, north carolina","policing; racism","general protesters","antiracism; against police brutality; for justice for George Floyd",1,60,60,60,37021,"3702140",91560,10284,9961,20073,67141,8603,2593,1544,5435
"282","2020-05-29","canton, north carolina","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,37087,"3710240",4277,18,18,205,3082,190,6,22,197
"283","2020-05-29","charlotte, north carolina","policing; racism","general protesters","antiracism; against police brutality",1,250,250,250,37119,"3712000",857425,302023,296930,165685,573270,66981,14861,6528,46259
"284","2020-05-29","durham, north carolina","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,37063,"3719000",269702,104243,100074,46920,181513,26719,7627,8717,17782
"285","2020-05-29","lincoln, nebraska","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,31109,"3128000",283839,12380,11122,43250,174615,17171,3905,4888,30785
"286","2020-05-29","omaha, nebraska","policing; racism","general protesters","antiracism; against police brutality",1,2000,2000,2000,31055,"3137000",475862,58607,56977,75487,310170,27605,8978,4779,27338
"287","2020-05-29","omaha, nebraska","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,31055,"3137000",475862,58607,56977,75487,310170,27605,8978,4779,27338
"288","2020-05-29","ridgefield park, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,34003,"3462940",12922,588,588,2493,9275,1104,153,117,665
"289","2020-05-29","albuquerque, new mexico","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,35001,"3502000",559374,18514,18111,74230,381711,40601,10205,9428,35627
"290","2020-05-29","las cruces, new mexico","policing; racism","general protesters","antiracism; against police brutality",1,24,24,24,35013,"3539380",102102,2823,2779,11645,62142,6157,1215,994,11961
"291","2020-05-29","santa fe, new mexico","policing; racism","general protesters","antiracism; against police brutality",1,250,250,250,35049,"3570500",83922,983,927,12759,61350,8380,2513,1938,3664
"292","2020-05-29","las vegas, nevada","policing; racism","general protesters","antiracism; against police brutality",1,400,400,400,32003,"3240000",634773,77650,75263,69028,432257,25548,8347,3286,26606
"293","2020-05-29","las vegas, nevada","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,32003,"3240000",634773,77650,75263,69028,432257,25548,8347,3286,26606
"294","2020-05-29","elmira, new york","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,36015,"3624229",27402,4186,3081,1563,17645,865,115,64,1581
"295","2020-05-29","new york, new york","policing; racism","general protesters","antiracism; against police brutality",1,5,5,5,36047,"3651000",8419316,2046877,2006014,1315727,5935215,662673,191803,91076,469139
"296","2020-05-29","new york, new york","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,36047,"3651000",8419316,2046877,2006014,1315727,5935215,662673,191803,91076,469139
"297","2020-05-29","new york, new york","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,36047,"3651000",8419316,2046877,2006014,1315727,5935215,662673,191803,91076,469139
"298","2020-05-29","new york, new york","policing; racism","general protesters","antiracism; against police brutality",1,3000,3000,3000,36047,"3651000",8419316,2046877,2006014,1315727,5935215,662673,191803,91076,469139
"299","2020-05-29","new york, new york","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,36061,"3651000",8419316,2046877,2006014,1315727,5935215,662673,191803,91076,469139
"300","2020-05-29","new york, new york","policing; racism","general protesters","antiracism; against police brutality",1,3000,3000,3000,36061,"3651000",8419316,2046877,2006014,1315727,5935215,662673,191803,91076,469139
"301","2020-05-29","plattsburgh, new york","policing; racism","general protesters","antiracism; against police brutality",1,12,12,12,36019,"3658574",19465,811,410,1703,10945,1475,260,238,3819
"302","2020-05-29","white plains, new york","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,36119,"3681677",58137,6892,6699,9956,42075,7433,2538,907,2614
"303","2020-05-29","canton, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39151,"3912000",71243,17701,17256,4215,46977,1827,285,206,3375
"304","2020-05-29","canton, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39151,"3912000",71243,17701,17256,4215,46977,1827,285,206,3375
"305","2020-05-29","cincinnati, ohio","policing; racism","general protesters","antiracism; against police brutality",1,12,12,12,39061,"3915000",301394,127343,124835,41688,194523,20216,6098,4168,25373
"306","2020-05-29","columbus, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39049,"3918000",878553,254684,250787,138192,580151,54400,10742,8766,68079
"307","2020-05-29","defiance, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39039,"3921308",16990,621,514,1349,11149,471,145,37,1038
"308","2020-05-29","delaware, ohio","policing; racism","general protesters","antiracism; against police brutality",1,400,400,400,39041,"3921434",40568,2165,1839,5894,26079,2691,324,369,2873
"309","2020-05-29","astoria, oregon","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,41007,"4103150",9836,35,29,1423,7358,726,96,103,335
"310","2020-05-29","eugene, oregon","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,41039,"4123850",168302,2630,2516,25225,108158,13542,3028,3381,23004
"311","2020-05-29","forest grove, oregon","policing; racism","general protesters","antiracism; against police brutality",1,30,30,30,41067,"4126200",24457,139,108,2772,15033,1108,156,235,2207
"312","2020-05-29","portland, oregon","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,41051,"4159000",645291,37456,36712,144129,478991,66042,19836,11610,39283
"313","2020-05-29","portland, oregon","policing; racism","Pacific Northwest Youth Liberation Front","antiracism; against police brutality",1,2000,2000,2000,41051,"4159000",645291,37456,36712,144129,478991,66042,19836,11610,39283
"314","2020-05-29","portland, oregon","policing; racism","Portland NAACP","antiracism; against police brutality",1,200,200,200,41051,"4159000",645291,37456,36712,144129,478991,66042,19836,11610,39283
"315","2020-05-29","pittsburgh, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,4,4,4,42003,"4261000",302205,69589,65466,47868,206063,26903,8936,8128,34526
"316","2020-05-29","stroudsburg, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,42089,"4274888",5499,719,717,585,3592,206,89,72,460
"317","2020-05-29","wilkes-barre, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,3,3,3,42079,"4285152",40867,6105,5681,2738,25857,1187,235,116,3765
"318","2020-05-29","york, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,42133,"4287048",44022,11689,11527,2153,26349,843,126,83,2354
"319","2020-05-29","johnson, tennessee","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,47179,"4738320",66515,4719,4218,9849,42697,4451,1494,1248,7162
"320","2020-05-29","knoxville, tennessee","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,47093,"4740000",186173,31614,30570,22840,118442,10482,2511,2571,20828
"321","2020-05-29","memphis, tennessee","policing; racism","general protesters","antiracism; against police brutality",1,200,300,250,47157,"4748000",651932,417973,408034,66139,421282,30037,8596,5503,33623
"322","2020-05-29","abilene, texas","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,48441,"4801000",124156,13161,9651,11616,76218,4660,853,761,10178
"323","2020-05-29","austin, texas","policing; racism","Black, Hispanic, and white folks","against police brutality, against killings of George Floyd and Michael Ramos, against racism",1,24,100,62,48453,"4805000",950807,74441,70495,212650,658048,89256,21648,16767,69282
"324","2020-05-29","college station, texas","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,48041,"4815976",113686,8654,8219,14814,50577,7940,1680,5192,38293
"325","2020-05-29","dallas, texas","policing; racism","Boogaloo Bois","against Black Lives Matter protesters",2,5,6,6,48113,"4819000",1330612,323051,318008,182012,866043,72313,25030,9667,54323
"326","2020-05-29","dallas, texas","policing; racism","general protesters","antiracism; against police brutality; for justice for George Floyd",1,300,300,300,48113,"4819000",1330612,323051,318008,182012,866043,72313,25030,9667,54323
"327","2020-05-29","dallas, texas","policing; racism","general protesters","antiracism; against police brutality; for justice for George Floyd",1,NA,NA,NA,48113,"4819000",1330612,323051,318008,182012,866043,72313,25030,9667,54323
"328","2020-05-29","dallas, texas","policing; racism","Next Generation Action Network","antiracism; against police brutality; for justice for George Floyd",1,650,1000,825,48113,"4819000",1330612,323051,318008,182012,866043,72313,25030,9667,54323
"329","2020-05-29","el paso, texas","policing; racism","general protesters","antiracism; against police brutality",1,1,1,1,48141,"4824000",679813,24644,23771,70710,422778,26870,5070,3398,51707
"330","2020-05-29","flower mound, texas","policing; racism","general protesters","antiracism; against police brutality",1,40,100,70,48121,"4826232",76555,3022,2948,20086,49982,8680,1318,919,3197
"331","2020-05-29","fort worth, texas","policing; racism","Brotherhood Movement","antiracism; against police brutality",1,36,200,118,48439,"4827000",874401,165302,162044,109148,546267,38767,8078,6166,45131
"332","2020-05-29","houston, texas","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,48201,"4835000",2310432,521871,510399,300873,1503215,129802,39373,24306,123396
"333","2020-05-29","houston, texas","policing; racism","general protesters","antiracism; against police brutality",1,2000,2000,2000,48201,"4835000",2310432,521871,510399,300873,1503215,129802,39373,24306,123396
"334","2020-05-29","houston, texas","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,48201,"4835000",2310432,521871,510399,300873,1503215,129802,39373,24306,123396
"335","2020-05-29","longview, texas","policing; racism","The Longview Clergy Coalition; the Longview Area Interdenominational Ministerial Alliance; the Longview Baptist Ministers Union","antiracism; against police brutality",1,NA,NA,NA,48183,"4843888",81653,18273,17510,7476,52432,2688,664,394,3863
"336","2020-05-29","odessa, texas","policing; racism","general protesters","antiracism; against police brutality",1,36,36,36,48135,"4853388",119702,7190,6934,9304,72250,2860,742,453,5968
"337","2020-05-29","san marcos, texas","policing; racism","Student Leaders from Texas University","antiracism; against police brutality",1,24,24,24,48209,"4865600",63220,4034,2960,6611,30023,2194,444,798,20134
"338","2020-05-29","victoria, texas","policing; racism","general protesters","antiracism; against police brutality",1,20,20,20,48469,"4875428",67055,4670,4524,5828,42968,2237,384,431,2814
"339","2020-05-29","ogden, utah","policing; racism","general protesters","antiracism; against police brutality",1,20,20,20,49057,"4955980",86833,1630,1506,7293,53844,2690,597,609,5232
"340","2020-05-29","salt lake, utah","policing; racism","general protesters","antiracism; against police brutality",1,150,200,175,49035,"4967000",197756,5166,5093,33875,131606,16428,6113,4841,19398
"341","2020-05-29","blacksburg, virginia","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,51121,"5107784",44303,2141,1667,4919,16370,3474,704,2592,21642
"342","2020-05-29","hampton, virginia","policing; racism","Black Lives Matter 757","antiracism; against police brutality",1,24,24,24,51650,"5135000",135041,67450,64408,14858,90505,7371,1088,1029,10837
"343","2020-05-29","harrisonburg, virginia","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,51660,"5135624",53273,3946,3469,5459,27002,2910,407,1019,15657
"344","2020-05-29","norfolk, virginia","policing; racism","Black Lives Matter 757","antiracism; against police brutality",1,24,24,24,51710,"5157000",244601,100649,90964,27117,152830,11921,3038,1984,23899
"345","2020-05-29","richmond, virginia","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,51760,"5167000",226622,106193,102553,37147,157879,17377,4928,3126,20477
"346","2020-05-29","woodbridge, virginia","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,51153,"5187312",4373,1164,1164,792,3241,779,118,68,264
"347","2020-05-29","bellingham, washington","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,53073,"5305280",88764,1416,1322,14943,54135,6290,1311,1428,16316
"348","2020-05-29","seattle, washington","policing; racism","general protesters","antiracism; against police brutality",1,500,500,500,53033,"5363000",724305,53112,51597,197476,538683,97680,28807,21054,50741
"349","2020-05-29","stanwood, washington","policing; racism","general protesters","antiracism; against police brutality",1,1,1,1,53061,"5367455",7068,17,11,633,4373,256,46,36,278
"350","2020-05-29","la crosse, wisconsin","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,55063,"5540775",51666,1266,1193,6562,29588,2483,727,729,11168
"351","2020-05-29","menomonie, wisconsin","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,55033,"5551025",16408,222,141,1665,7536,647,126,237,6081
"352","2020-05-29","milwaukee, wisconsin","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,55079,"5553000",594548,230371,226413,58874,369288,23904,4800,3280,40189
"353","2020-05-29","milwaukee, wisconsin","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,55079,"5553000",594548,230371,226413,58874,369288,23904,4800,3280,40189
"354","2020-05-29","milwaukee, wisconsin","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,55079,"5553000",594548,230371,226413,58874,369288,23904,4800,3280,40189
"355","2020-05-29","wausau, wisconsin","policing; racism","Black Lives Matter","antiracism; against police brutality",1,24,100,62,55073,"5584475",38735,267,232,5225,26736,1834,543,144,1649
"356","2020-05-29","wausau, wisconsin","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,55073,"5584475",38735,267,232,5225,26736,1834,543,144,1649
"357","2020-05-29","morgantown, west virginia","policing; racism","general protesters","antiracism; against police brutality",1,9,NA,9,54061,"5455756",30712,1263,981,3833,15023,2802,672,956,10801
"358","2020-05-29","cheyenne, wyoming","policing; racism","Wyoming Equality","antiracism; against police brutality",1,125,125,125,56021,"5613900",63607,1262,1231,8277,43982,3671,869,544,2655
"359","2020-05-29","laramie, wyoming","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,56001,"5645050",32381,654,635,4937,16937,2621,433,929,8891
"360","2020-05-30","anchorage, alaska","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,2020,"0203000",293531,16341,15669,42593,191870,18242,5893,2554,17170
"361","2020-05-30","anchorage, alaska","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,2020,"0203000",293531,16341,15669,42593,191870,18242,5893,2554,17170
"362","2020-05-30","anchorage, alaska","policing; racism","Native Movement; Native Peoples Action","antiracism; against police brutality",1,NA,NA,NA,2020,"0203000",293531,16341,15669,42593,191870,18242,5893,2554,17170
"363","2020-05-30","fairbanks, alaska","policing; racism","general protesters","antiracism; against police brutality",1,400,400,400,2090,"0224230",31551,2733,2228,3206,17973,1140,346,204,2108
"364","2020-05-30","fairbanks, alaska","policing; racism","The Fairbanks NAACP; Native Movement","antiracism; against police brutality",1,400,400,400,2090,"0224230",31551,2733,2228,3206,17973,1140,346,204,2108
"365","2020-05-30","homer, alaska","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,2122,"0233140",5709,29,29,824,4157,514,76,82,238
"366","2020-05-30","juneau, alaska","policing; racism","general protesters","antiracism; against police brutality",1,250,250,250,2110,"0236400",32227,320,293,5540,22561,2067,669,390,1446
"367","2020-05-30","birmingham, alabama","policing; racism","Alabama Rally Against Injustice","antiracism; against police brutality; for justice for George Floyd",1,1000,1000,1000,1073,"0107000",212297,148297,145320,25015,146827,9474,3550,2170,13881
"368","2020-05-30","hoover, alabama","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,1073,"0135896",85175,16055,15939,19896,57678,8891,2790,1648,3575
"369","2020-05-30","huntsville, alabama","policing; racism","general protesters","antiracism; against police brutality",1,1000,1000,1000,1089,"0137000",196219,60326,55224,35243,133527,18419,2339,2917,16043
"370","2020-05-30","montgomery, alabama","policing; racism","general protesters","antiracism; against police brutality; for justice for George Floyd",1,300,300,300,1101,"0151000",199783,121467,117193,25433,131319,13024,3006,1583,12017
"371","2020-05-30","opelika, alabama","policing; racism","general protesters","antiracism; against police brutality",1,250,250,250,1081,"0157048",30232,12711,12480,3342,20676,2039,512,242,1630
"372","2020-05-30","el dorado, arkansas","policing; racism","general protesters","antiracism; against police brutality",1,10,13,12,5139,"0521070",17982,8536,8500,1884,11653,621,160,78,732
"373","2020-05-30","fayetteville, arkansas","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,5143,"0523290",85166,6116,5171,13124,46921,6778,1802,1834,18688
"374","2020-05-30","little rock, arkansas","policing; racism","general protesters","antiracism; against police brutality",1,400,500,450,5119,"0541000",197958,83216,81697,31719,133707,14739,5693,3738,8970
"375","2020-05-30","phoenix, arizona","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,4013,"0455000",1633017,116207,113532,191412,1047497,76720,20747,10970,77654
"376","2020-05-30","prescott valley, arizona","policing; racism","general protesters","against Black Lives Matter protesters, in support of law enforcement",2,NA,NA,NA,4025,"0457450",44311,317,294,4350,32178,2033,409,267,2443
"377","2020-05-30","prescott valley, arizona","policing; racism","general protesters","antiracism; against police brutality",1,150,159,154,4025,"0457450",44311,317,294,4350,32178,2033,409,267,2443
"378","2020-05-30","scottsdale, arizona","economy; housing; policing; racism","general protesters","antiracism; against police brutality; for rent forgiveness",1,NA,NA,NA,4013,"0465000",250602,4554,4458,68635,195247,30036,10162,5212,10681
"379","2020-05-30","sierra vista, arizona","policing; racism","general protestors","antiracism; against police brutality",1,NA,NA,NA,4003,"0466820",43398,3333,3072,5290,28832,2737,358,261,2692
"380","2020-05-30","tucson, arizona","policing; racism","students","antiracism; against police brutality",1,300,800,550,4019,"0477000",541482,28136,25385,56860,343573,26894,4724,5619,51951
"381","2020-05-30","yuma, arizona","policing; racism","general protesters","antiracism; against police brutality",1,24,24,24,4027,"0485540",96349,3068,2713,6855,58724,3012,646,340,5643
"382","2020-05-30","bakersfield, california","policing; racism","general protesters","antiracism; against police brutality",1,100,200,150,6029,"0603526",377917,28793,28280,32418,226243,11680,3594,1814,23757
"383","2020-05-30","beverly hills, california","policing; racism","general protesters","antiracism; against police brutality",1,2000,2000,2000,6037,"0606308",34186,665,665,8674,25207,3372,2963,911,1444
"384","2020-05-30","chico, california","policing; racism","Concerned Citizens for Change","antiracism; against police brutality",1,100,100,100,6007,"0613014",94529,1978,1900,13362,54955,4564,1628,991,17672
"385","2020-05-30","davis, california","policing; racism","general protesters 0 protest","antiracism; against police brutality",1,100,100,100,6113,"0618100",68543,1492,1434,11073,35034,6887,3214,4698,20962
"386","2020-05-30","encinitas, california","policing; racism","local businesswoman","against Black Lives Matter protesters, against George Soros",2,1,1,1,6073,"0622678",62780,513,475,16686,46792,7902,2493,1905,2302
"387","2020-05-30","encinitas, california","policing; racism","general protesters","antiracism; against police brutality",1,50,75,62,6073,"0622678",62780,513,475,16686,46792,7902,2493,1905,2302
"388","2020-05-30","eureka, california","policing; racism","general protesters","antiracism; against police brutality",1,70,70,70,6023,"0623042",26966,549,514,3745,19440,1114,394,208,1472
"389","2020-05-30","fresno, california","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,6019,"0627000",525010,38838,37909,46340,318512,14544,6371,2603,37741
"390","2020-05-30","fullerton, california","policing; racism","general protesters","antiracism; against police brutality",1,100,150,125,6059,"0628000",139611,3474,3314,24758,92593,9877,2647,1997,13273
"391","2020-05-30","la mesa, california","policing; racism","general protesters","antiracism; against police brutality; for justice for George Floyd and Amaurie Johnson",1,1000,1000,1000,6073,"0640004",59556,4820,4775,10210,42411,4333,1009,453,4033
"392","2020-05-30","lompoc, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6083,"0642524",43232,1992,1652,2393,26837,703,138,148,2906
"393","2020-05-30","los angeles, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6037,"0644000",3966936,354169,344609,619287,2738015,208695,76566,37917,287690
"394","2020-05-30","los angeles, california","policing; racism","The Coalition for Community Control Over the Police","antiracism; against police brutality",1,24,24,24,6037,"0644000",3966936,354169,344609,619287,2738015,208695,76566,37917,287690
"395","2020-05-30","los angeles, california","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,6037,"0644000",3966936,354169,344609,619287,2738015,208695,76566,37917,287690
"396","2020-05-30","los angeles, california","policing; racism","local teens","antiracism; against police brutality",1,200,200,200,6037,"0644000",3966936,354169,344609,619287,2738015,208695,76566,37917,287690
"397","2020-05-30","los angeles, california","policing; racism","general protesters","antiracism; against police brutality",1,2000,2000,2000,6037,"0644000",3966936,354169,344609,619287,2738015,208695,76566,37917,287690
"398","2020-05-30","merced, california","policing; racism","general protesters","antiracism; against police brutality",1,300,NA,300,6047,"0646898",82662,4468,4322,4537,46964,2236,439,527,8114
"399","2020-05-30","modesto, california","policing; racism","general protesters","antiracism; against police brutality",1,24,24,24,6099,"0648354",212616,9511,9382,17956,139011,5056,2205,781,12104
"400","2020-05-30","monterey, california","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,6053,"0648872",28352,1143,1024,6067,20566,3418,734,650,2161
"401","2020-05-30","moorpark, california","policing; racism","general protesters","antiracism; against police brutality",1,14,14,14,6111,"0649138",36372,577,577,7126,24801,2739,818,410,2092
